question_set_edition	tournament	room	round	packet	tossup	answer	words	category	subcategory	subsubcategory	team	player	buzz_value	buzz_location	buzz_location_pct	bounceback	answer_given	protested
2018-01-20	Virginia	5	3	J	17	Federative Republic of Brazil	133	RMPSS	Social Science		Georgetown B	Kyle Wang	10	133	1.0	bounceback		
2018-01-20	Virginia	5	3	J	1	field effect transistors	143	Science	Physics		UNC	John Stathis	10	142	0.993			
2018-01-20	Virginia	5	3	J	2	Gentileschi	148	Arts	Painting/Sculpture		UNC	John Stathis	10	120	0.811			
2018-01-20	Virginia	5	3	J	3	David Hume	143	RMPSS	Philosophy		UNC	John Stathis	-5	98	0.685			
2018-01-20	Virginia	5	3	J	4	Ryunosuke Akutagawa	145	Literature	Short Fiction		UNC	John Stathis	10	112	0.772			
2018-01-20	Virginia	5	3	J	5	connectedness	147	Science	Other Science	Math	UNC	John Stathis	10	147	1.0			
2018-01-20	Virginia	5	3	J	7	Republic of Turkey	123	History	Historiography and Archaeology		UNC	John Stathis	10	115	0.935			
2018-01-20	Virginia	5	3	J	10	Erik Satie	141	Arts	Music		UNC	John Stathis	10	141	1.0			
2018-01-20	Virginia	5	3	J	11	Sri Lanka	126	History	Other History		UNC	Grant Peet	-5	78	0.619			
2018-01-20	Virginia	5	3	J	12	balcony	166	Literature	Drama		UNC	John Stathis	10	142	0.855			
2018-01-20	Virginia	5	3	J	13	blood type	138	Science	Biology		UNC	John Stathis	10	95	0.688			
2018-01-20	Virginia	5	3	J	15	Lady Bird	135	Other	Trash		UNC	John Stathis	10	61	0.452			
2018-01-20	Virginia	5	3	J	16	moon	153	Literature	Non-Epic Poetry		UNC	John Stathis	10	89	0.582			
2018-01-20	Virginia	5	3	J	17	Federative Republic of Brazil	133	RMPSS	Social Science		UNC	John Stathis	-5	124	0.932			
2018-01-20	Virginia	5	3	J	18	freezing	142	Science	Chemistry		UNC	John Stathis	10	77	0.542			
2018-01-20	Virginia	5	3	J	19	foot	163	RMPSS	Mythology		UNC	Geoffrey McGee	10	109	0.669			
2018-01-20	Virginia	5	3	J	20	Bulgars	147	History	Continental European History (post-600 CE)		UNC	John Stathis	10	97	0.66			
2018-01-20	Virginia	5	4	C	1	Peter the Great	146	History	Continental European History (post-600 CE)		Maryland A	Weijia Cheng	10	88	0.603			
2018-01-20	Virginia	5	4	C	2	Thales of Miletus	152	RMPSS	Philosophy		Maryland A	Graham Reid	10	130	0.855			
2018-01-20	Virginia	5	4	C	3	E. T. A. Hoffmann	142	Literature	Short Fiction		Maryland A	Justin Hawkins	10	94	0.662			
2018-01-20	Virginia	5	4	C	4	houses	138	Arts	Other Art	Architecture	Maryland A	Graham Reid	-5	124	0.899			
2018-01-20	Virginia	5	4	C	5	radial	143	Science	Physics		Maryland A	Graham Reid	10	115	0.804			
2018-01-20	Virginia	5	4	C	6	neoconservatism	124	History	US History		Maryland A	John Nolan	10	114	0.919			
2018-01-20	Virginia	5	4	C	7	Germinal	142	Literature	Long Fiction		Maryland A	Justin Hawkins	10	104	0.732			
2018-01-20	Virginia	5	4	C	8	specific heat capacity	135	Science	Chemistry		Maryland A	Graham Reid	10	68	0.504			
2018-01-20	Virginia	5	4	C	9	Darwinian evolution	135	RMPSS	Religion		Maryland A	Weijia Cheng	10	126	0.933			
2018-01-20	Virginia	5	4	C	10	Jacksonville Jaguars	142	Other	Trash		Maryland A	John Nolan	10	66	0.465			
2018-01-20	Virginia	5	4	C	11	Sukarno	131	History	Other History		Maryland A	Graham Reid	10	67	0.511			
2018-01-20	Virginia	5	4	C	12	Finland	140	Arts	Music		Maryland A	Weijia Cheng	10	140	1.0			
2018-01-20	Virginia	5	4	C	13	bacterial conjugation	138	Science	Biology		Maryland A	Graham Reid	10	106	0.768			
2018-01-20	Virginia	5	4	C	14	the she-wolf	137	RMPSS	Mythology		Maryland A	Graham Reid	10	119	0.869			
2018-01-20	Virginia	5	4	C	15	Nineveh	130	History	Continental or Near Eastern History (pre-600 CE)		Maryland A	Weijia Cheng	10	116	0.892			
2018-01-20	Virginia	5	4	C	16	“Tintern Abbey”	163	Literature	Non-Epic Poetry		Maryland A	Graham Reid	10	158	0.969			
2018-01-20	Virginia	5	4	C	18	Billy Budd	138	Literature	Long Fiction		Maryland A	Justin Hawkins	10	90	0.652			
2018-01-20	Virginia	5	4	C	19	counting	132	RMPSS	Social Science		Maryland A	John Nolan	10	95	0.72			
2018-01-20	Virginia	5	4	C	20	Saint Jerome	135	Arts	Painting/Sculpture		Maryland A	Graham Reid	10	117	0.867			
2018-01-20	Virginia	5	4	C	17	Ceres	139	Science	Other Science	Astronomy	Virginia Tech B	Kevin Chen	10	137	0.986			
2018-01-20	Virginia	5	5	M	2	conjugation	145	Science	Other Science	Math	Liberty B	Nathan Cook	10	145	1.0	bounceback		
2018-01-20	Virginia	5	5	M	8	Saint Benedict of Nursia	137	RMPSS	Religion		Liberty B	Miranda Boljat	10	137	1.0	bounceback		
2018-01-20	Virginia	5	5	M	14	baseball	145	Literature	Non-Epic Poetry		Liberty B	Nathan Cook	-5	112	0.772			
2018-01-20	Virginia	5	5	M	15	Stanley Kubrick	132	Arts	Other Art	Film	Liberty B	Nathan Cook	10	132	1.0	bounceback		
2018-01-20	Virginia	5	5	M	17	Mencius	133	RMPSS	Philosophy		Liberty B	Parker Williams	10	133	1.0	bounceback		
2018-01-20	Virginia	5	5	M	18	chairs	141	Arts	Painting/Sculpture		Liberty B	Nathan Cook	10	136	0.965			
2018-01-20	Virginia	5	5	M	1	photo manipulation	126	Other	Other Academic		NC State	Rohan Krishnamoorthy	10	120	0.952			
2018-01-20	Virginia	5	5	M	2	conjugation	145	Science	Other Science	Math	NC State	Ethan Pudley	-5	123	0.848			
2018-01-20	Virginia	5	5	M	3	Uncle Vanya	144	Literature	Drama		NC State	Ziad Ali	10	135	0.938			
2018-01-20	Virginia	5	5	M	4	economists	127	History	Other History		NC State	Ziad Ali	10	110	0.866			
2018-01-20	Virginia	5	5	M	5	Ulysses	159	Literature	Long Fiction		NC State	Ziad Ali	10	156	0.981			
2018-01-20	Virginia	5	5	M	6	Seattle	136	History	US History		NC State	Ziad Ali	10	118	0.868			
2018-01-20	Virginia	5	5	M	7	Gustav Mahler	132	Arts	Music		NC State	Ziad Ali	10	132	1.0			
2018-01-20	Virginia	5	5	M	8	Saint Benedict of Nursia	137	RMPSS	Religion		NC State	Rohan Krishnamoorthy	-5	125	0.912			
2018-01-20	Virginia	5	5	M	9	convergent evolution	118	Science	Biology		NC State	Rohan Krishnamoorthy	10	115	0.975			
2018-01-20	Virginia	5	5	M	11	gluons	133	Science	Physics		NC State	Ziad Ali	0	133	1.0			
2018-01-20	Virginia	5	5	M	12	Hunter S. Thompson	150	Literature	Miscellaneous Lit		NC State	Ziad Ali	10	141	0.94			
2018-01-20	Virginia	5	5	M	13	Irish potato famine	133	History	British, Canadian, Australian, New Zealand History		NC State	Ziad Ali	10	103	0.774			
2018-01-20	Virginia	5	5	M	15	Stanley Kubrick	132	Arts	Other Art	Film	NC State	Ziad Ali	-5	100	0.758			
2018-01-20	Virginia	5	5	M	16	electrophiles	126	Science	Chemistry		NC State	Ethan Pudley	-5	116	0.921			
2018-01-20	Virginia	5	5	M	17	Mencius	133	RMPSS	Philosophy		NC State	Pratham Chhabria	-5	119	0.895			
2018-01-20	Virginia	5	5	M	19	caste system	132	RMPSS	Social Science		NC State	Pratham Chhabria	10	90	0.682			
2018-01-20	Virginia	5	5	M	20	Ausgleich	141	History	Continental European History (post-600 CE)		NC State	Pratham Chhabria	10	141	1.0			
2018-01-20	Virginia	5	6	H	2	Kuwait	125	History	Other History		Georgetown B	Kyle Wang	-5	119	0.952			
2018-01-20	Virginia	5	6	H	9	Henry	143	History	Continental European History (post-600 CE)		Georgetown B	Kyle Wang	10	128	0.895			
2018-01-20	Virginia	5	6	H	1	Mughal emperor	134	Arts	Other Art	Other Visual	Maryland C	Rohan Laljani	-5	78	0.582			
2018-01-20	Virginia	5	6	H	2	Kuwait	125	History	Other History		Maryland C	Rohan Laljani	10	125	1.0	bounceback		
2018-01-20	Virginia	5	6	H	4	Tibet	142	RMPSS	Mythology		Maryland C	Rohan Laljani	10	118	0.831			
2018-01-20	Virginia	5	6	H	5	Wallace Stevens	151	Literature	Non-Epic Poetry		Maryland C	Jonathan Moore	10	135	0.894			
2018-01-20	Virginia	5	6	H	6	valleys	146	RMPSS	Religion		Maryland C	Rohan Laljani	-5	99	0.678			
2018-01-20	Virginia	5	6	H	7	theaters	154	Arts	Painting/Sculpture		Maryland C	Rohan Laljani	-5	100	0.649			
2018-01-20	Virginia	5	6	H	11	Commodus	119	History	Continental or Near Eastern History (pre-600 CE)		Maryland C	Rohan Laljani	10	119	1.0			
2018-01-20	Virginia	5	6	H	12	iron	133	Science	Chemistry		Maryland C	Jonathan Moore	10	133	1.0			
2018-01-20	Virginia	5	6	H	13	two violins	143	Arts	Music		Maryland C	Rohan Laljani	10	143	1.0			
2018-01-20	Virginia	5	6	H	14	A Suitable Boy	157	Literature	Long Fiction		Maryland C	Rohan Laljani	10	152	0.968			
2018-01-20	Virginia	5	6	H	16	Bonus Army	138	History	US History		Maryland C	Rohan Laljani	10	129	0.935			
2018-01-20	Virginia	5	6	H	17	Major Barbara	151	Literature	Drama		Maryland C	Rohan Laljani	10	150	0.993			
2018-01-20	Virginia	5	6	H	18	Kenya	135	Other	Geography		Maryland C	Rohan Laljani	10	135	1.0			
2018-01-20	Virginia	5	6	H	20	monoclonal antibody	132	Science	Biology		Maryland C	Jonathan Moore	10	128	0.97			
2018-01-20	Virginia	5	7	D	2	Charles Swann	148	Literature	Long Fiction		UNC	John Stathis	10	131	0.885			
2018-01-20	Virginia	5	7	D	5	Portugal	129	History	Continental European History (post-600 CE)		UNC	John Stathis	10	70	0.543			
2018-01-20	Virginia	5	7	D	6	Appalachian Spring	149	Arts	Music		UNC	John Stathis	10	141	0.946			
2018-01-20	Virginia	5	7	D	8	Thomas Aquinas’s five proofs of the existence of God	135	RMPSS	Philosophy		UNC	John Stathis	10	110	0.815			
2018-01-20	Virginia	5	7	D	9	Khmer Rouge	120	History	Other History		UNC	John Stathis	10	96	0.8			
2018-01-20	Virginia	5	7	D	10	Lorentz transformations	117	Science	Physics		UNC	John Stathis	10	110	0.94			
2018-01-20	Virginia	5	7	D	11	“Lycidas”	158	Literature	Non-Epic Poetry		UNC	John Stathis	10	155	0.981			
2018-01-20	Virginia	5	7	D	12	Kingdom of Wessex	118	History	British, Canadian, Australian, New Zealand History		UNC	John Stathis	10	84	0.712			
2018-01-20	Virginia	5	7	D	13	Winslow Homer	145	Arts	Painting/Sculpture		UNC	John Stathis	10	145	1.0			
2018-01-20	Virginia	5	7	D	14	battery	147	Science	Chemistry		UNC	Geoffrey McGee	10	132	0.898			
2018-01-20	Virginia	5	7	D	15	cave	131	RMPSS	Religion		UNC	John Stathis	10	110	0.84			
2018-01-20	Virginia	5	7	D	16	murder	152	Literature	Miscellaneous Lit		UNC	John Stathis	-5	144	0.947			
2018-01-20	Virginia	5	7	D	17	Golden Fleece	150	RMPSS	Mythology		UNC	John Stathis	10	130	0.867			
2018-01-20	Virginia	5	7	D	18	United States–Mexico Border	137	RMPSS	Social Science		UNC	John Stathis	10	130	0.949			
2018-01-20	Virginia	5	7	D	19	Markov chains	132	Science	Other Science	Math	UNC	John Stathis	10	119	0.902			
2018-01-20	Virginia	5	7	D	20	Howe	139	History	US History		UNC	John Stathis	10	139	1.0	bounceback		
2018-01-20	Virginia	5	7	D	1	Emmett Louis Till	149	Other	Other Academic		Virginia Tech B	Alia Wilson	10	134	0.899			
2018-01-20	Virginia	5	7	D	3	fashion design	133	Arts	Other Art	Other Visual	Virginia Tech B	Alia Wilson	10	110	0.827			
2018-01-20	Virginia	5	7	D	4	egg cells	125	Science	Biology		Virginia Tech B	Kevin Chen	10	109	0.872			
2018-01-20	Virginia	5	7	D	7	An American Tragedy	159	Literature	Long Fiction		Virginia Tech B	Mahdi Alkafawi	10	98	0.616			
2018-01-20	Virginia	5	7	D	16	murder	152	Literature	Miscellaneous Lit		Virginia Tech B	Kevin Chen	10	152	1.0	bounceback		
2018-01-20	Virginia	5	7	D	20	Howe	139	History	US History		Virginia Tech B	Kevin Chen	-5	127	0.914			
2018-01-20	Virginia	5	8	E	2	seed vaults	130	Other	Geography		Liberty B	Nathan Cook	10	130	1.0	bounceback		
2018-01-20	Virginia	5	8	E	3	Marduk	139	RMPSS	Mythology		Liberty B	Miranda Boljat	10	139	1.0			
2018-01-20	Virginia	5	8	E	6	Ghent Altarpiece	135	Arts	Painting/Sculpture		Liberty B	Miranda Boljat	10	129	0.956			
2018-01-20	Virginia	5	8	E	10	Moby Dick	145	Literature	Long Fiction		Liberty B	Nathan Cook	10	133	0.917			
2018-01-20	Virginia	5	8	E	11	electric potential	136	Science	Physics		Liberty B	Nathan Cook	10	132	0.971			
2018-01-20	Virginia	5	8	E	12	United States Department of Agriculture	138	History	US History		Liberty B	Nathan Cook	10	138	1.0	bounceback		
2018-01-20	Virginia	5	8	E	13	Guy de Maupassant	154	Literature	Short Fiction		Liberty B	Nathan Cook	10	28	0.182			
2018-01-20	Virginia	5	8	E	1	The Barber of Seville	139	Arts	Other Art	Opera	Washington & Lee	Luke Basham	10	139	1.0			
2018-01-20	Virginia	5	8	E	2	seed vaults	130	Other	Geography		Washington & Lee	Ben Gee	-5	97	0.746			
2018-01-20	Virginia	5	8	E	5	valediction	167	Literature	Non-Epic Poetry		Washington & Lee	Ben Gee	10	160	0.958			
2018-01-20	Virginia	5	8	E	7	Germany	140	History	Historiography and Archaeology		Washington & Lee	Luke Basham	10	140	1.0			
2018-01-20	Virginia	5	8	E	9	outbreaks of bubonic plague	128	History	Continental European History (post-600 CE)		Washington & Lee	Ben Gee	10	97	0.758			
2018-01-20	Virginia	5	8	E	12	United States Department of Agriculture	138	History	US History		Washington & Lee	Luke Basham	-5	116	0.841			
2018-01-20	Virginia	5	8	E	14	money supply	123	RMPSS	Social Science		Washington & Lee	Nathan Richendollar	10	82	0.667			
2018-01-20	Virginia	5	8	E	15	Felix Mendelssohn	144	Arts	Music		Washington & Lee	Ben Gee	10	143	0.993			
2018-01-20	Virginia	5	8	E	17	Mongols	157	History	Other History		Washington & Lee	Luke Basham	10	78	0.497			
2018-01-20	Virginia	5	8	E	18	the Sun	129	RMPSS	Religion		Washington & Lee	Ben Gee	10	129	1.0			
2018-01-20	Virginia	5	8	E	19	Oscar Wilde	150	Literature	Miscellaneous Lit		Washington & Lee	Luke Basham	10	128	0.853			
2018-01-20	Virginia	5	8	E	20	Socrates	147	RMPSS	Philosophy		Washington & Lee	Luke Basham	10	137	0.932			
2018-01-20	Virginia	5	9	F	5	Three Kingdoms period	141	History	Other History		Georgetown B	Kyle Wang	10	83	0.589			
2018-01-20	Virginia	5	9	F	10	Tudor dynasty	131	History	British, Canadian, Australian, New Zealand History		Georgetown B	Kyle Wang	10	131	1.0	bounceback		
2018-01-20	Virginia	5	9	F	11	asbestos	136	Other	Other Academic		Georgetown B	Kyle Wang	10	104	0.765			
2018-01-20	Virginia	5	9	F	12	Abraham Lincoln	131	History	US History		Georgetown B	Eamon Tuttle	10	109	0.832			
2018-01-20	Virginia	5	9	F	13	inversion symmetry	129	Science	Chemistry		Georgetown B	Eamon Tuttle	10	129	1.0			
2018-01-20	Virginia	5	9	F	15	two	130	Science	Physics		Georgetown B	Kyle Wang	10	130	1.0			
2018-01-20	Virginia	5	9	F	20	China	139	Literature	Short Fiction		Georgetown B	Kyle Wang	10	59	0.424			
2018-01-20	Virginia	5	9	Q	1	jade	146	Other	Other Academic		Georgetown B	Kyle Wang	10					
2018-01-20	Virginia	5	9	F	1	price discrimination	126	RMPSS	Social Science		Washington & Lee	Nathan Richendollar	10	94	0.746			
2018-01-20	Virginia	5	9	F	2	St. Paul’s Cathedral	124	Arts	Other Art	Architecture	Washington & Lee	Ben Gee	10	88	0.71			
2018-01-20	Virginia	5	9	F	3	Anne Sexton	146	Literature	Non-Epic Poetry		Washington & Lee	Ben Gee	-5	144	0.986			
2018-01-20	Virginia	5	9	F	9	sand dunes	140	Science	Other Science	Earth Science	Washington & Lee	Luke Basham	10	140	1.0			
2018-01-20	Virginia	5	9	F	10	Tudor dynasty	131	History	British, Canadian, Australian, New Zealand History		Washington & Lee	Luke Basham	-5	113	0.863			
2018-01-20	Virginia	5	9	F	14	Pauline epistles	155	RMPSS	Religion		Washington & Lee	Ben Gee	10	138	0.89			
2018-01-20	Virginia	5	9	F	16	Bedřich Smetana	157	Arts	Music		Washington & Lee	Ben Gee	10	147	0.936			
2018-01-20	Virginia	5	9	F	17	Catherine de Medici	140	History	Continental European History (post-600 CE)		Washington & Lee	Ben Gee	10	133	0.95			
2018-01-20	Virginia	5	9	F	18	Nineteen Eighty-Four	158	Literature	Long Fiction		Washington & Lee	Nathan Richendollar	10	41	0.259			
2018-01-20	Virginia	5	10	G	1	Kingdom of Spain	161	Arts	Other Art	Film	Maryland C	Rohan Laljani	10	159	0.988			
2018-01-20	Virginia	5	10	G	2	Baltic Sea	145	History	Continental European History (post-600 CE)		Maryland C	Rohan Laljani	10	145	1.0	bounceback		
2018-01-20	Virginia	5	10	G	4	equilibrium constant	144	Science	Chemistry		Maryland C	Rohan Laljani	10	127	0.882			
2018-01-20	Virginia	5	10	G	5	Miss Julie	136	Literature	Drama		Maryland C	Rohan Laljani	10	99	0.728			
2018-01-20	Virginia	5	10	G	7	number sign	140	Science	Other Science	Computer Science	Maryland C	Rohan Laljani	10	140	1.0			
2018-01-20	Virginia	5	10	G	8	Duino Elegies	157	Literature	Non-Epic Poetry		Maryland C	Rohan Laljani	-5	152	0.968			
2018-01-20	Virginia	5	10	G	10	Delft	149	Arts	Painting/Sculpture		Maryland C	Rohan Laljani	10	146	0.98			
2018-01-20	Virginia	5	10	G	11	American Revolution	133	History	Historiography and Archaeology		Maryland C	Rohan Laljani	10	119	0.895			
2018-01-20	Virginia	5	10	G	13	promoters	113	Science	Biology		Maryland C	Rohan Laljani	10	113	1.0			
2018-01-20	Virginia	5	10	G	14	Charles Ives	128	Arts	Music		Maryland C	Rohan Laljani	10	125	0.977			
2018-01-20	Virginia	5	10	G	20	lasers	142	Science	Physics		Maryland C	Rohan Laljani	10	142	1.0			
2018-01-20	Virginia	5	10	G	2	Baltic Sea	145	History	Continental European History (post-600 CE)		Washington & Lee	Nathan Richendollar	-5	103	0.71			
2018-01-20	Virginia	5	10	G	3	Honduras	114	Other	Current Events		Washington & Lee	Luke Basham	10	114	1.0			
2018-01-20	Virginia	5	10	G	6	Million Man March	131	History	US History		Washington & Lee	Luke Basham	10	131	1.0			
2018-01-20	Virginia	5	10	G	9	Hannah Arendt	142	RMPSS	Philosophy		Washington & Lee	Luke Basham	-5	134	0.944			
2018-01-20	Virginia	5	10	G	12	martyrs	135	RMPSS	Religion		Washington & Lee	Ben Gee	10	46	0.341			
2018-01-20	Virginia	5	10	G	15	A Christmas Carol	151	Literature	Short Fiction		Washington & Lee	Ben Gee	10	87	0.576			
2018-01-20	Virginia	5	10	G	16	population control	133	History	Other History		Washington & Lee	Nathan Richendollar	10	99	0.744			
2018-01-20	Virginia	5	10	G	17	third	136	RMPSS	Social Science		Washington & Lee	Nathan Richendollar	-5	24	0.176			
2018-01-20	Virginia	5	10	G	18	the sea	141	RMPSS	Mythology		Washington & Lee	Ben Gee	10	141	1.0			
2018-01-20	Virginia	5	10	G	19	Ian McEwan	162	Literature	Long Fiction		Washington & Lee	Ben Gee	10	111	0.685			
2018-01-20	Virginia	5	11	I	1	Polish hussars	141	History	Continental European History (post-600 CE)		Virginia Tech B	Mahdi Alkafawi	10	137	0.972			
2018-01-20	Virginia	5	11	I	2	dictionary	143	Literature	Long Fiction		Virginia Tech B	Alia Wilson	10	122	0.853			
2018-01-20	Virginia	5	11	I	4	Australia	145	Other	Current Events		Virginia Tech B	Alia Wilson	10	145	1.0	bounceback		
2018-01-20	Virginia	5	11	I	5	Punch	149	Arts	Other Art	Other Visual	Virginia Tech B	Alia Wilson	10	137	0.919			
2018-01-20	Virginia	5	11	I	6	Western novels	154	Literature	Long Fiction		Virginia Tech B	Alia Wilson	10	154	1.0			
2018-01-20	Virginia	5	11	I	7	dinitrogen	139	Science	Chemistry		Virginia Tech B	Kevin Chen	10	124	0.892			
2018-01-20	Virginia	5	11	I	8	Ludwig van Beethoven	142	Arts	Music		Virginia Tech B	Alia Wilson	10	142	1.0			
2018-01-20	Virginia	5	11	I	9	Robert Falcon Scott	139	History	British, Canadian, Australian, New Zealand History		Virginia Tech B	Alia Wilson	10	139	1.0			
2018-01-20	Virginia	5	11	I	14	Pythagorean school	112	RMPSS	Religion		Virginia Tech B	Mahdi Alkafawi	10	111	0.991			
2018-01-20	Virginia	5	11	I	15	Bashō’s frog haiku	152	Literature	Non-Epic Poetry		Virginia Tech B	Kevin Chen	10	152	1.0			
2018-01-20	Virginia	5	11	I	4	Australia	145	Other	Current Events		Washington & Lee	Luke Basham	-5	116	0.8			
2018-01-20	Virginia	5	11	I	11	Saki	148	Literature	Short Fiction		Washington & Lee	Luke Basham	10	111	0.75			
2018-01-20	Virginia	5	11	I	12	Niagara Falls	126	History	US History		Washington & Lee	Nathan Richendollar	10	122	0.968			
2018-01-20	Virginia	5	11	I	13	arthropods	132	Science	Biology		Washington & Lee	Nathan Richendollar	10	83	0.629			
2018-01-20	Virginia	5	11	I	16	tidal forces	134	Science	Other Science	Astronomy	Washington & Lee	Luke Basham	10	134	1.0			
2018-01-20	Virginia	5	11	I	17	combs	144	RMPSS	Mythology		Washington & Lee	Luke Basham	10	144	1.0			
2018-01-20	Virginia	5	11	I	18	Senegal River	139	History	Other History		Washington & Lee	Nathan Richendollar	-5	117	0.842			
2018-01-20	Virginia	6	1	A	1	Morgan Le Fay	148	RMPSS	Mythology		NC State	Jonathan Grubbs	10	148	1.0			
2018-01-20	Virginia	6	1	A	2	ships	128	History	Historiography and Archaeology		NC State	Rohan Krishnamoorthy	10	99	0.773			
2018-01-20	Virginia	6	1	A	3	herpes simplex virus	136	Science	Biology		NC State	Rohan Krishnamoorthy	10	135	0.993			
2018-01-20	Virginia	6	1	A	4	Jorge Luis Borges	161	Literature	Short Fiction		NC State	Ziad Ali	10	151	0.938			
2018-01-20	Virginia	6	1	A	5	bassoon	139	Arts	Music		NC State	Rohan Krishnamoorthy	10	139	1.0			
2018-01-20	Virginia	6	1	A	8	Unite the Right rally	145	Other	Current Events		NC State	Pratham Chhabria	10	47	0.324			
2018-01-20	Virginia	6	1	A	9	North Carolina	128	History	US History		NC State	Rohan Krishnamoorthy	10	34	0.266			
2018-01-20	Virginia	6	1	A	10	Harold Pinter	166	Literature	Drama		NC State	Ziad Ali	10	139	0.837			
2018-01-20	Virginia	6	1	A	11	science	124	RMPSS	Social Science		NC State	Ziad Ali	-5	90	0.726			
2018-01-20	Virginia	6	1	A	13	luck	131	RMPSS	Philosophy		NC State	Rohan Krishnamoorthy	10	131	1.0			
2018-01-20	Virginia	6	1	A	14	energy	122	Science	Physics		NC State	Jared Taylor	10	121	0.992			
2018-01-20	Virginia	6	1	A	15	Japan	149	Literature	Long Fiction		NC State	Ziad Ali	10	149	1.0			
