question_set_edition	tournament	room	round	packet	tossup	answer	words	category	subcategory	subsubcategory	team	player	buzz_value	buzz_location	buzz_location_pct	bounceback	answer_given	protested
2018-01-20	Georgia Tech	4	1	A	7	nocturnes by James Abbott McNeill Whistler	150	Arts	Painting/Sculpture		Auburn A	Chandler West	-5	103	0.687			
2018-01-20	Georgia Tech	4	1	A	9	North Carolina	128	History	US History		Auburn A	Garrett Johnson	-5	99	0.773			
2018-01-20	Georgia Tech	4	1	A	10	Harold Pinter	166	Literature	Drama		Auburn A	Chandler West	10	77	0.464			
2018-01-20	Georgia Tech	4	1	A	11	science	124	RMPSS	Social Science		Auburn A	Timothy Guice	10	90	0.726			
2018-01-20	Georgia Tech	4	1	A	12	fly	156	Literature	Non-Epic Poetry		Auburn A	Chandler West	10	132	0.846			
2018-01-20	Georgia Tech	4	1	A	14	energy	122	Science	Physics		Auburn A	Jared Stinson	-5	90	0.738			
2018-01-20	Georgia Tech	4	1	A	15	Japan	149	Literature	Long Fiction		Auburn A	Chandler West	10	119	0.799			
2018-01-20	Georgia Tech	4	1	A	19	Theravada Buddhism	130	RMPSS	Religion		Auburn A	Garrett Johnson	10	109	0.838			
2018-01-20	Georgia Tech	4	1	A	20	Idi Amin Dada	120	History	Other History		Auburn A	Garrett Johnson	10	93	0.775			
2018-01-20	Georgia Tech	4	2	B	1	Vitamin D	126	Science	Biology		Kentucky B	Samantha Martin	10	115	0.913			
2018-01-20	Georgia Tech	4	2	B	2	Walden	143	Literature	Miscellaneous Lit		Kentucky B	Michael Riggs	10	114	0.797			
2018-01-20	Georgia Tech	4	2	B	4	The Great Game	154	History	British, Canadian, Australian, New Zealand History		Kentucky B	Michael Riggs	-5	135	0.877			
2018-01-20	Georgia Tech	4	2	B	6	Frederick the Great	143	History	Continental European History (post-600 CE)		Kentucky B	Michael Riggs	10	143	1.0	bounceback		
2018-01-20	Georgia Tech	4	2	B	7	Posner	146	RMPSS	Social Science		Kentucky B	Samantha Martin	0	146	1.0	bounceback		
2018-01-20	Georgia Tech	4	2	B	9	thermoclines	133	Science	Other Science	Earth Science	Kentucky B	Samantha Martin	10	133	1.0			
2018-01-20	Georgia Tech	4	2	B	10	endings	165	Literature	Long Fiction		Kentucky B	Michael Riggs	-5	153	0.927			
2018-01-20	Georgia Tech	4	2	B	11	al-Ghazali	140	RMPSS	Philosophy		Kentucky B	Miranda Kunes	0	140	1.0			
2018-01-20	Georgia Tech	4	2	B	12	Armenians	145	History	US History		Kentucky B	Michael Riggs	10	145	1.0	bounceback		
2018-01-20	Georgia Tech	4	2	B	15	Samuel Beckett	148	Literature	Drama		Kentucky B	Miranda Kunes	10	132	0.892			
2018-01-20	Georgia Tech	4	2	B	16	Victor Hugo	146	Literature	Non-Epic Poetry		Kentucky B	Miranda Kunes	10	115	0.788			
2018-01-20	Georgia Tech	4	2	B	19	tombs	142	Arts	Painting/Sculpture		Kentucky B	Michael Riggs	10	142	1.0	bounceback		
2018-01-20	Georgia Tech	4	2	B	20	mass	138	Science	Physics		Kentucky B	Michael Riggs	10	138	1.0	bounceback		
2018-01-20	Georgia Tech	4	2	B	3	Boreas	137	RMPSS	Mythology		Auburn B	Aahil Kakhani	10	37	0.27			
2018-01-20	Georgia Tech	4	2	B	5	flutes	123	Arts	Other Art	Other Music	Auburn B	Aahil Kakhani	10	57	0.463			
2018-01-20	Georgia Tech	4	2	B	6	Frederick the Great	143	History	Continental European History (post-600 CE)		Auburn B	Aahil Kakhani	-5	102	0.713			
2018-01-20	Georgia Tech	4	2	B	7	Posner	146	RMPSS	Social Science		Auburn B	Trevor Hart	-5	139	0.952			
2018-01-20	Georgia Tech	4	2	B	8	India	139	Other	Geography		Auburn B	Aahil Kakhani	10	60	0.432			
2018-01-20	Georgia Tech	4	2	B	10	endings	165	Literature	Long Fiction		Auburn B	Aahil Kakhani	10	165	1.0	bounceback		
2018-01-20	Georgia Tech	4	2	B	11	al-Ghazali	140	RMPSS	Philosophy		Auburn B	Aahil Kakhani	0	140	1.0			
2018-01-20	Georgia Tech	4	2	B	12	Armenians	145	History	US History		Auburn B	Trevor Hart	-5	96	0.662			
2018-01-20	Georgia Tech	4	2	B	13	velocity	141	Science	Chemistry		Auburn B	Rebecca Thomas	10	117	0.83			
2018-01-20	Georgia Tech	4	2	B	14	the creation of the world	148	Arts	Music		Auburn B	Aahil Kakhani	10	109	0.736			
2018-01-20	Georgia Tech	4	2	B	17	Fiji	116	History	Other History		Auburn B	Aahil Kakhani	10	101	0.871			
2018-01-20	Georgia Tech	4	2	B	18	Kabbalah	137	RMPSS	Religion		Auburn B	Aahil Kakhani	-5	120	0.876			
2018-01-20	Georgia Tech	4	2	B	19	tombs	142	Arts	Painting/Sculpture		Auburn B	Aahil Kakhani	-5	24	0.169			
2018-01-20	Georgia Tech	4	2	B	20	mass	138	Science	Physics		Auburn B	Aahil Kakhani	-5	109	0.79			
2018-01-20	Georgia Tech	4	3	C	2	Thales of Miletus	152	RMPSS	Philosophy		Clemson B	Ross Ferguson	0	152	1.0	bounceback		
2018-01-20	Georgia Tech	4	3	C	5	radial	143	Science	Physics		Clemson B	Sean Jackson	0	143	1.0	bounceback		
2018-01-20	Georgia Tech	4	3	C	10	Jacksonville Jaguars	142	Other	Trash		Clemson B	Sean Jackson	10	119	0.838	bounceback		
2018-01-20	Georgia Tech	4	3	C	15	Nineveh	130	History	Continental or Near Eastern History (pre-600 CE)		Clemson B	Ross Ferguson	0	130	1.0	bounceback		
2018-01-20	Georgia Tech	4	3	C	19	counting	132	RMPSS	Social Science		Clemson B	Jacob Thrall	10	132	1.0	bounceback		
2018-01-20	Georgia Tech	4	3	C	1	Peter the Great	146	History	Continental European History (post-600 CE)		Kentucky A	Cory Smith	10	94	0.644			
2018-01-20	Georgia Tech	4	3	C	2	Thales of Miletus	152	RMPSS	Philosophy		Kentucky A	Neelar Outta	-5	130	0.855			
2018-01-20	Georgia Tech	4	3	C	3	E. T. A. Hoffmann	142	Literature	Short Fiction		Kentucky A	Neelar Outta	10	137	0.965			
2018-01-20	Georgia Tech	4	3	C	4	houses	138	Arts	Other Art	Architecture	Kentucky A	Neelar Outta	10	121	0.877			
2018-01-20	Georgia Tech	4	3	C	5	radial	143	Science	Physics		Kentucky A	Neelar Outta	-5	122	0.853			
2018-01-20	Georgia Tech	4	3	C	6	neoconservatism	124	History	US History		Kentucky A	Cory Smith	10	55	0.444			
2018-01-20	Georgia Tech	4	3	C	7	Germinal	142	Literature	Long Fiction		Kentucky A	Neelar Outta	10	142	1.0			
2018-01-20	Georgia Tech	4	3	C	8	specific heat capacity	135	Science	Chemistry		Kentucky A	Neelar Outta	10	90	0.667			
2018-01-20	Georgia Tech	4	3	C	9	Darwinian evolution	135	RMPSS	Religion		Kentucky A	Neelar Outta	10	135	1.0			
2018-01-20	Georgia Tech	4	3	C	10	Jacksonville Jaguars	142	Other	Trash		Kentucky A	Alex Raider	-5	108	0.761			
2018-01-20	Georgia Tech	4	3	C	11	Sukarno	131	History	Other History		Kentucky A	Neelar Outta	-5	72	0.55			
2018-01-20	Georgia Tech	4	3	C	12	Finland	140	Arts	Music		Kentucky A	Cory Smith	10	140	1.0			
2018-01-20	Georgia Tech	4	3	C	13	bacterial conjugation	138	Science	Biology		Kentucky A	Neelar Outta	10	122	0.884			
2018-01-20	Georgia Tech	4	3	C	14	the she-wolf	137	RMPSS	Mythology		Kentucky A	Cory Smith	10	116	0.847			
2018-01-20	Georgia Tech	4	3	C	15	Nineveh	130	History	Continental or Near Eastern History (pre-600 CE)		Kentucky A	Neelar Outta	-5	66	0.508			
2018-01-20	Georgia Tech	4	3	C	16	“Tintern Abbey”	163	Literature	Non-Epic Poetry		Kentucky A	Neelar Outta	10	159	0.975			
2018-01-20	Georgia Tech	4	3	C	17	Ceres	139	Science	Other Science	Astronomy	Kentucky A	Morgan Vincent	10	132	0.95			
2018-01-20	Georgia Tech	4	3	C	18	Billy Budd	138	Literature	Long Fiction		Kentucky A	Neelar Outta	0	138	1.0			
2018-01-20	Georgia Tech	4	3	C	19	counting	132	RMPSS	Social Science		Kentucky A	Alex Raider	-5	94	0.712			
2018-01-20	Georgia Tech	4	3	C	20	Saint Jerome	135	Arts	Painting/Sculpture		Kentucky A	Neelar Outta	10	101	0.748			
2018-01-20	Georgia Tech	4	4	D	2	Charles Swann	148	Literature	Long Fiction		Kentucky B	Michael Riggs	10	143	0.966			
2018-01-20	Georgia Tech	4	4	D	3	fashion design	133	Arts	Other Art	Other Visual	Kentucky B	Michael Riggs	10	108	0.812			
2018-01-20	Georgia Tech	4	4	D	6	Appalachian Spring	149	Arts	Music		Kentucky B	Michael Riggs	10	138	0.926			
2018-01-20	Georgia Tech	4	4	D	8	Thomas Aquinas’s five proofs of the existence of God	135	RMPSS	Philosophy		Kentucky B	Michael Riggs	10	107	0.793			
2018-01-20	Georgia Tech	4	4	D	10	Lorentz transformations	117	Science	Physics		Kentucky B	Andrew Perry	0	117	1.0	bounceback		
2018-01-20	Georgia Tech	4	4	D	11	“Lycidas”	158	Literature	Non-Epic Poetry		Kentucky B	Michael Riggs	10	154	0.975			
2018-01-20	Georgia Tech	4	4	D	17	Golden Fleece	150	RMPSS	Mythology		Kentucky B	Michael Riggs	10	95	0.633			
2018-01-20	Georgia Tech	4	4	D	1	Emmett Louis Till	149	Other	Other Academic		Kentucky A	Neelar Outta	10	136	0.913			
2018-01-20	Georgia Tech	4	4	D	4	egg cells	125	Science	Biology		Kentucky A	Neelar Outta	10	89	0.712			
2018-01-20	Georgia Tech	4	4	D	5	Portugal	129	History	Continental European History (post-600 CE)		Kentucky A	Morgan Vincent	10	81	0.628			
2018-01-20	Georgia Tech	4	4	D	7	An American Tragedy	159	Literature	Long Fiction		Kentucky A	Neelar Outta	10	158	0.994			
2018-01-20	Georgia Tech	4	4	D	9	Khmer Rouge	120	History	Other History		Kentucky A	Morgan Vincent	10	86	0.717			
2018-01-20	Georgia Tech	4	4	D	10	Lorentz transformations	117	Science	Physics		Kentucky A	Cory Smith	-5	67	0.573			
2018-01-20	Georgia Tech	4	4	D	12	Kingdom of Wessex	118	History	British, Canadian, Australian, New Zealand History		Kentucky A	Morgan Vincent	10	118	1.0			
2018-01-20	Georgia Tech	4	4	D	13	Winslow Homer	145	Arts	Painting/Sculpture		Kentucky A	Neelar Outta	10	143	0.986			
2018-01-20	Georgia Tech	4	4	D	14	battery	147	Science	Chemistry		Kentucky A	Cory Smith	10	131	0.891			
2018-01-20	Georgia Tech	4	4	D	15	cave	131	RMPSS	Religion		Kentucky A	Cory Smith	10	107	0.817			
2018-01-20	Georgia Tech	4	4	D	16	murder	152	Literature	Miscellaneous Lit		Kentucky A	Cory Smith	10	115	0.757			
2018-01-20	Georgia Tech	4	4	D	18	United States–Mexico Border	137	RMPSS	Social Science		Kentucky A	Cory Smith	10	124	0.905			
2018-01-20	Georgia Tech	4	4	D	19	Markov chains	132	Science	Other Science	Math	Kentucky A	Neelar Outta	-5	110	0.833			
2018-01-20	Georgia Tech	4	4	D	20	Howe	139	History	US History		Kentucky A	Morgan Vincent	10	57	0.41			
2018-01-20	Georgia Tech	4	5	E	2	seed vaults	130	Other	Geography		Kentucky B	Samantha Martin	10	92	0.708			
2018-01-20	Georgia Tech	4	5	E	3	Marduk	139	RMPSS	Mythology		Kentucky B	Michael Riggs	0	139	1.0			
2018-01-20	Georgia Tech	4	5	E	5	valediction	167	Literature	Non-Epic Poetry		Kentucky B	Michael Riggs	-5	159	0.952			
2018-01-20	Georgia Tech	4	5	E	7	Germany	140	History	Historiography and Archaeology		Kentucky B	Michael Riggs	10	130	0.929			
2018-01-20	Georgia Tech	4	5	E	8	electron transport chain	140	Science	Biology		Kentucky B	Michael Riggs	10	114	0.814			
2018-01-20	Georgia Tech	4	5	E	10	Moby Dick	145	Literature	Long Fiction		Kentucky B	Michael Riggs	10	141	0.972			
2018-01-20	Georgia Tech	4	5	E	12	United States Department of Agriculture	138	History	US History		Kentucky B	Michael Riggs	0	138	1.0			
2018-01-20	Georgia Tech	4	5	E	13	Guy de Maupassant	154	Literature	Short Fiction		Kentucky B	Michael Riggs	10	140	0.909			
2018-01-20	Georgia Tech	4	5	E	14	money supply	123	RMPSS	Social Science		Kentucky B	Samantha Martin	-5	71	0.577			
2018-01-20	Georgia Tech	4	5	E	15	Felix Mendelssohn	144	Arts	Music		Kentucky B	Michael Riggs	0	144	1.0			
2018-01-20	Georgia Tech	4	5	E	16	cyclohexane	126	Science	Chemistry		Kentucky B	Michael Riggs	0	126	1.0			
2018-01-20	Georgia Tech	4	5	E	18	the Sun	129	RMPSS	Religion		Kentucky B	Michael Riggs	10	129	1.0			
2018-01-20	Georgia Tech	4	5	E	1	The Barber of Seville	139	Arts	Other Art	Opera	USC	Thomas Elgin	10	139	1.0			
2018-01-20	Georgia Tech	4	5	E	3	Marduk	139	RMPSS	Mythology		USC	Thomas Elgin	10	139	1.0	bounceback-end		
2018-01-20	Georgia Tech	4	5	E	4	Riemann hypothesis	142	Science	Other Science	Math	USC	Thomas Elgin	10	119	0.838			
2018-01-20	Georgia Tech	4	5	E	5	valediction	167	Literature	Non-Epic Poetry		USC	John H	10	167	1.0	bounceback		
2018-01-20	Georgia Tech	4	5	E	6	Ghent Altarpiece	135	Arts	Painting/Sculpture		USC	John H	10	128	0.948			
2018-01-20	Georgia Tech	4	5	E	9	outbreaks of bubonic plague	128	History	Continental European History (post-600 CE)		USC	John H	10	96	0.75			
2018-01-20	Georgia Tech	4	5	E	11	electric potential	136	Science	Physics		USC	Thomas Elgin	10	136	1.0			
2018-01-20	Georgia Tech	4	5	E	12	United States Department of Agriculture	138	History	US History		USC	Thomas Elgin	0	138	1.0			
2018-01-20	Georgia Tech	4	5	E	14	money supply	123	RMPSS	Social Science		USC	Thomas Elgin	10	123	1.0	bounceback		
2018-01-20	Georgia Tech	4	5	E	15	Felix Mendelssohn	144	Arts	Music		USC	John H	10	144	1.0	bounceback-end		
2018-01-20	Georgia Tech	4	5	E	17	Mongols	157	History	Other History		USC	Thomas Elgin	10	118	0.752			
2018-01-20	Georgia Tech	4	5	E	19	Oscar Wilde	150	Literature	Miscellaneous Lit		USC	John H	10	103	0.687			
2018-01-20	Georgia Tech	4	5	E	20	Socrates	147	RMPSS	Philosophy		USC	John H	10	134	0.912			
2018-01-20	Georgia Tech	4	6	F	14	Pauline epistles	155	RMPSS	Religion		Clemson B	Sean Jackson	10	155	1.0	bounceback		
2018-01-20	Georgia Tech	4	6	F	15	two	130	Science	Physics		Clemson B	Ross Ferguson	10	122	0.938			
2018-01-20	Georgia Tech	4	6	F	16	Bedřich Smetana	157	Arts	Music		Clemson B	Ross Ferguson	-5	131	0.834			
2018-01-20	Georgia Tech	4	6	F	20	China	139	Literature	Short Fiction		Clemson B	Willy Li	10	135	0.971			
2018-01-20	Georgia Tech	4	6	F	1	price discrimination	126	RMPSS	Social Science		Clemson A	Chris Gantt	10	93	0.738			
2018-01-20	Georgia Tech	4	6	F	2	St. Paul’s Cathedral	124	Arts	Other Art	Architecture	Clemson A	Emily Richards	10	93	0.75			
2018-01-20	Georgia Tech	4	6	F	3	Anne Sexton	146	Literature	Non-Epic Poetry		Clemson A	Tamara Koch	10	146	1.0			
2018-01-20	Georgia Tech	4	6	F	4	dopamine	123	Science	Biology		Clemson A	Max Teddy	10	107	0.87			
2018-01-20	Georgia Tech	4	6	F	9	sand dunes	140	Science	Other Science	Earth Science	Clemson A	Max Teddy	10	67	0.479			
2018-01-20	Georgia Tech	4	6	F	10	Tudor dynasty	131	History	British, Canadian, Australian, New Zealand History		Clemson A	Chris Gantt	10	130	0.992			
2018-01-20	Georgia Tech	4	6	F	11	asbestos	136	Other	Other Academic		Clemson A	Chris Gantt	10	112	0.824			
2018-01-20	Georgia Tech	4	6	F	12	Abraham Lincoln	131	History	US History		Clemson A	Chris Gantt	10	131	1.0			
2018-01-20	Georgia Tech	4	6	F	13	inversion symmetry	129	Science	Chemistry		Clemson A	Chris Gantt	10	126	0.977			
2018-01-20	Georgia Tech	4	6	F	14	Pauline epistles	155	RMPSS	Religion		Clemson A	Emily Richards	-5	150	0.968			
2018-01-20	Georgia Tech	4	6	F	17	Catherine de Medici	140	History	Continental European History (post-600 CE)		Clemson A	Max Teddy	-5	133	0.95			
2018-01-20	Georgia Tech	4	6	F	18	Nineteen Eighty-Four	158	Literature	Long Fiction		Clemson A	Chris Gantt	10	158	1.0			
2018-01-20	Georgia Tech	4	7	G	1	Kingdom of Spain	161	Arts	Other Art	Film	UGA B	Evan Knox	-5	128	0.795			
2018-01-20	Georgia Tech	4	7	G	2	Baltic Sea	145	History	Continental European History (post-600 CE)		UGA B	Evan Knox	10	129	0.89			
2018-01-20	Georgia Tech	4	7	G	3	Honduras	114	Other	Current Events		UGA B	Gary Leach	10	100	0.877			
2018-01-20	Georgia Tech	4	7	G	4	equilibrium constant	144	Science	Chemistry		UGA B	Evan Knox	10	135	0.938			
2018-01-20	Georgia Tech	4	7	G	8	Duino Elegies	157	Literature	Non-Epic Poetry		UGA B	Gary Leach	10	142	0.904			
2018-01-20	Georgia Tech	4	7	G	9	Hannah Arendt	142	RMPSS	Philosophy		UGA B	Matthew Ingram	-5	137	0.965			
2018-01-20	Georgia Tech	4	7	G	10	Delft	149	Arts	Painting/Sculpture		UGA B	Gary Leach	10	149	1.0			
2018-01-20	Georgia Tech	4	7	G	13	promoters	113	Science	Biology		UGA B	Evan Knox	10	78	0.69			
2018-01-20	Georgia Tech	4	7	G	14	Charles Ives	128	Arts	Music		UGA B	Michael Sloman	10	128	1.0			
2018-01-20	Georgia Tech	4	7	G	15	A Christmas Carol	151	Literature	Short Fiction		UGA B	Evan Knox	10	124	0.821			
2018-01-20	Georgia Tech	4	7	G	16	population control	133	History	Other History		UGA B	Michael Sloman	10	127	0.955			
2018-01-20	Georgia Tech	4	7	G	17	third	136	RMPSS	Social Science		UGA B	Gary Leach	-5	100	0.735			
2018-01-20	Georgia Tech	4	7	G	1	Kingdom of Spain	161	Arts	Other Art	Film	Clemson A	Evan Haithcan	10	160	0.994	bounceback		
2018-01-20	Georgia Tech	4	7	G	6	Million Man March	131	History	US History		Clemson A	Max Teddy	-5	56	0.427			
2018-01-20	Georgia Tech	4	7	G	7	number sign	140	Science	Other Science	Computer Science	Clemson A	Max Teddy	-5	95	0.679			
2018-01-20	Georgia Tech	4	7	G	11	American Revolution	133	History	Historiography and Archaeology		Clemson A	Max Teddy	10	133	1.0			
2018-01-20	Georgia Tech	4	7	G	12	martyrs	135	RMPSS	Religion		Clemson A	Emily Richards	10	104	0.77			
2018-01-20	Georgia Tech	4	7	G	17	third	136	RMPSS	Social Science		Clemson A	Chris Gantt	10	136	1.0	bounceback		
2018-01-20	Georgia Tech	4	7	G	19	Ian McEwan	162	Literature	Long Fiction		Clemson A	Emily Richards	-5	143	0.883			
2018-01-20	Georgia Tech	4	7	G	20	lasers	142	Science	Physics		Clemson A	Chris Gantt	10	121	0.852			
2018-01-20	Georgia Tech	4	8	H	4	Tibet	142	RMPSS	Mythology		UGA B	Evan Knox	10	100	0.704			
2018-01-20	Georgia Tech	4	8	H	5	Wallace Stevens	151	Literature	Non-Epic Poetry		UGA B	Gary Leach	-5	139	0.921			
2018-01-20	Georgia Tech	4	8	H	6	valleys	146	RMPSS	Religion		UGA B	Michael Sloman	-5	88	0.603		Gehenna	True
2018-01-20	Georgia Tech	4	8	H	7	theaters	154	Arts	Painting/Sculpture		UGA B	Michael Sloman	-5	27	0.175			
2018-01-20	Georgia Tech	4	8	H	11	Commodus	119	History	Continental or Near Eastern History (pre-600 CE)		UGA B	Michael Sloman	10	98	0.824			
2018-01-20	Georgia Tech	4	8	H	12	iron	133	Science	Chemistry		UGA B	Evan Knox	10	114	0.857			
2018-01-20	Georgia Tech	4	8	H	16	Bonus Army	138	History	US History		UGA B	Evan Knox	10	82	0.594			
2018-01-20	Georgia Tech	4	8	H	17	Major Barbara	151	Literature	Drama		UGA B	Gary Leach	-5	134	0.887			
2018-01-20	Georgia Tech	4	8	H	20	monoclonal antibody	132	Science	Biology		UGA B	Evan Knox	10	109	0.826			
2018-01-20	Georgia Tech	4	8	H	1	Mughal emperor	134	Arts	Other Art	Other Visual	UGA C	Zane Placie	10	118	0.881			
2018-01-20	Georgia Tech	4	8	H	2	Kuwait	125	History	Other History		UGA C	Joshua Christopher	10	82	0.656			
2018-01-20	Georgia Tech	4	8	H	6	valleys	146	RMPSS	Religion		UGA C	Zane Placie	10	146	1.0	bounceback		
2018-01-20	Georgia Tech	4	8	H	8	David Hilbert	134	Science	Other Science	Math	UGA C	Zane Placie	10	109	0.813			
2018-01-20	Georgia Tech	4	8	H	15	Middletown	146	RMPSS	Social Science		UGA C	Joshua Christopher	-5	121	0.829			
2018-01-20	Georgia Tech	4	8	H	18	Kenya	135	Other	Geography		UGA C	Aravinda Karunaratne	10	77	0.57			
2018-01-20	Georgia Tech	4	9	I	2	dictionary	143	Literature	Long Fiction		Alabama	Jevin Leno	10	143	1.0	bounceback		
2018-01-20	Georgia Tech	4	9	I	3	quantum fields	141	Science	Physics		Alabama	Jevin Leno	-5	132	0.936			
2018-01-20	Georgia Tech	4	9	I	4	Australia	145	Other	Current Events		Alabama	Adam Williams	10	122	0.841			
2018-01-20	Georgia Tech	4	9	I	7	dinitrogen	139	Science	Chemistry		Alabama	Spencer Douglas	10	132	0.95			
2018-01-20	Georgia Tech	4	9	I	8	Ludwig van Beethoven	142	Arts	Music		Alabama	Jevin Leno	10	124	0.873			
2018-01-20	Georgia Tech	4	9	I	9	Robert Falcon Scott	139	History	British, Canadian, Australian, New Zealand History		Alabama	Spencer Douglas	10	139	1.0	bounceback		
2018-01-20	Georgia Tech	4	9	I	12	Niagara Falls	126	History	US History		Alabama	Spencer Douglas	10	120	0.952			
2018-01-20	Georgia Tech	4	9	I	13	arthropods	132	Science	Biology		Alabama	Adam Williams	10	126	0.955			
2018-01-20	Georgia Tech	4	9	I	14	Pythagorean school	112	RMPSS	Religion		Alabama	Jevin Leno	10	86	0.768			
2018-01-20	Georgia Tech	4	9	I	16	tidal forces	134	Science	Other Science	Astronomy	Alabama	Jevin Leno	10	100	0.746			
2018-01-20	Georgia Tech	4	9	I	20	Clifford Geertz	136	RMPSS	Social Science		Alabama	Jevin Leno	0					
2018-01-20	Georgia Tech	4	9	I	1	Polish hussars	141	History	Continental European History (post-600 CE)		UGA C	Zane Placie	10	141	1.0			
2018-01-20	Georgia Tech	4	9	I	2	dictionary	143	Literature	Long Fiction		UGA C	Joshua Christopher	-5	121	0.846			
2018-01-20	Georgia Tech	4	9	I	3	quantum fields	141	Science	Physics		UGA C	Zane Placie	10	141	1.0	bounceback		
2018-01-20	Georgia Tech	4	9	I	6	Western novels	154	Literature	Long Fiction		UGA C	Zane Placie	10	144	0.935			
2018-01-20	Georgia Tech	4	9	I	9	Robert Falcon Scott	139	History	British, Canadian, Australian, New Zealand History		UGA C	Zane Placie	-5	86	0.619			
2018-01-20	Georgia Tech	4	9	I	17	combs	144	RMPSS	Mythology		UGA C	Joshua Christopher	10	87	0.604			
2018-01-20	Georgia Tech	4	9	I	19	Paul Cézanne	155	Arts	Painting/Sculpture		UGA C	Zane Placie	10	130	0.839			
2018-01-20	Georgia Tech	4	10	J	2	Gentileschi	148	Arts	Painting/Sculpture		Alabama	Adam Williams	10	91	0.615			
2018-01-20	Georgia Tech	4	10	J	5	connectedness	147	Science	Other Science	Math	Alabama	Jevin Leno	-5	96	0.653			
2018-01-20	Georgia Tech	4	10	J	6	Charles Bukowski	159	Literature	Long Fiction		Alabama	Spencer Douglas	-5	158	0.994			
2018-01-20	Georgia Tech	4	10	J	10	Erik Satie	141	Arts	Music		Alabama	Jevin Leno	10	138	0.979			
2018-01-20	Georgia Tech	4	10	J	11	Sri Lanka	126	History	Other History		Alabama	Adam Williams	10	120	0.952			
2018-01-20	Georgia Tech	4	10	J	13	blood type	138	Science	Biology		Alabama	Spencer Douglas	10	134	0.971			
2018-01-20	Georgia Tech	4	10	J	19	foot	163	RMPSS	Mythology		Alabama	Adam Williams	10	64	0.393			
2018-01-20	Georgia Tech	4	10	J	20	Bulgars	147	History	Continental European History (post-600 CE)		Alabama	Jevin Leno	10	125	0.85			
2018-01-20	Georgia Tech	4	10	J	3	David Hume	143	RMPSS	Philosophy		Auburn A	Jared Stinson	10	137	0.958			
2018-01-20	Georgia Tech	4	10	J	4	Ryunosuke Akutagawa	145	Literature	Short Fiction		Auburn A	Chandler West	10	145	1.0			
2018-01-20	Georgia Tech	4	10	J	5	connectedness	147	Science	Other Science	Math	Auburn A	Timothy Guice	10	147	1.0	bounceback		
2018-01-20	Georgia Tech	4	10	J	7	Republic of Turkey	123	History	Historiography and Archaeology		Auburn A	Garrett Johnson	10	109	0.886			
2018-01-20	Georgia Tech	4	10	J	8	Islam	133	RMPSS	Religion		Auburn A	Timothy Guice	10	91	0.684			
2018-01-20	Georgia Tech	4	10	J	9	James “Pete” Longstreet	124	History	US History		Auburn A	Garrett Johnson	10	109	0.879			
2018-01-20	Georgia Tech	4	10	J	12	balcony	166	Literature	Drama		Auburn A	Chandler West	10	153	0.922			
2018-01-20	Georgia Tech	4	10	J	14	Cindy Sherman	147	Arts	Other Art	Photography	Auburn A	Chandler West	10	127	0.864			
2018-01-20	Georgia Tech	4	10	J	15	Lady Bird	135	Other	Trash		Auburn A	Timothy Guice	10	135	1.0			
2018-01-20	Georgia Tech	4	10	J	16	moon	153	Literature	Non-Epic Poetry		Auburn A	Chandler West	10	133	0.869			
2018-01-20	Georgia Tech	4	10	J	17	Federative Republic of Brazil	133	RMPSS	Social Science		Auburn A	Garrett Johnson	10	133	1.0			
2018-01-20	Georgia Tech	4	10	J	18	freezing	142	Science	Chemistry		Auburn A	Garrett Johnson	10	124	0.873			
2018-01-20	Georgia Tech	4	11	K	2	Gaetano Donizetti	154	Arts	Other Art	Opera	Auburn B	Aahil Kakhani	-5	27	0.175			
2018-01-20	Georgia Tech	4	11	K	5	honey	135	RMPSS	Mythology		Auburn B	Rebecca Thomas	10	97	0.719			
2018-01-20	Georgia Tech	4	11	K	9	photons	135	Science	Physics		Auburn B	Rebecca Thomas	10	126	0.933			
2018-01-20	Georgia Tech	4	11	K	11	Egypt	136	History	Continental European History (post-600 CE)		Auburn B	Aahil Kakhani	-5	49	0.36			
2018-01-20	Georgia Tech	4	11	K	13	Spanish Civil War	126	Arts	Painting/Sculpture		Auburn B	Aahil Kakhani	10	60	0.476			
2018-01-20	Georgia Tech	4	11	K	15	timpani	120	Arts	Music		Auburn B	Aahil Kakhani	10	96	0.8			
2018-01-20	Georgia Tech	4	11	K	17	uranium	133	Science	Chemistry		Auburn B	Aahil Kakhani	-5	108	0.812			
2018-01-20	Georgia Tech	4	11	K	20	tumors	133	Science	Biology		Auburn B	Trevor Hart	-5	59	0.444			
2018-01-20	Georgia Tech	4	11	K	1	masculinity	147	RMPSS	Social Science		Auburn A	Timothy Guice	10	143	0.973			
2018-01-20	Georgia Tech	4	11	K	2	Gaetano Donizetti	154	Arts	Other Art	Opera	Auburn A	Chandler West	10	154	1.0	bounceback		
2018-01-20	Georgia Tech	4	11	K	3	Helen of Troy	161	Literature	Drama		Auburn A	Timothy Guice	10	130	0.807			
2018-01-20	Georgia Tech	4	11	K	4	shōgun	140	History	Other History		Auburn A	Chandler West	10	139	0.993			
2018-01-20	Georgia Tech	4	11	K	6	Fascism in the UK	144	History	British, Canadian, Australian, New Zealand History		Auburn A	Timothy Guice	10	79	0.549			
2018-01-20	Georgia Tech	4	11	K	7	characteristic	145	Science	Other Science	Math	Auburn A	Jared Stinson	10	118	0.814			
