question_set_edition	tournament	room	round	packet	bonus	answer1	answer2	answer3	category	subcategory	subsubcategory	team	value1	value2	value3
2018-01-20	Penn State	2	4	I	2	reliquary	kings of France	Basilica of St. Denis	RMPSS	Religion		Penn B	0	0	0
2018-01-20	Penn State	2	4	I	3	tautomerism	glucose	enamine	Science	Chemistry		Case Western	10	10	10
2018-01-20	Penn State	2	4	I	4	George Eliot	Anthony Trollope	Thomas Hardy	Literature	Long Fiction		Penn B	0	0	10
2018-01-20	Penn State	2	4	I	5	neutrophil	bone marrow	myeloid derived suppressor cells	Science	Biology		Penn B	10	10	0
2018-01-20	Penn State	2	4	I	6	Bast	aegis	Hathor	RMPSS	Mythology		Penn B	10	0	10
2018-01-20	Penn State	2	4	I	7	Quinta del Sordo	Francisco Goya	an asylum	Arts	Painting/Sculpture		Penn B	0	10	0
2018-01-20	Penn State	2	4	I	8	Sicily	Hamilcar Barca	Battle of Cape Ecnomus	History	Continental or Near Eastern History (pre-600 CE)		Case Western	10	10	0
2018-01-20	Penn State	2	4	I	9	you	Apollo 8	Susan Brownmiller	Other	Other Academic		Case Western	0	0	0
2018-01-20	Penn State	2	4	I	10	Eugene Victor Debs	imprisonment	Norman Thomas	History	US History		Case Western	0	10	0
2018-01-20	Penn State	2	4	I	11	dream deferred	Langston Hughes	“Dig And Be Dug / In Return”	Literature	Non-Epic Poetry		Penn B	10	10	0
2018-01-20	Penn State	2	4	I	12	Ernani	Giuseppe Verdi	Jerusalem	Arts	Other Art	Opera	Penn B	0	10	0
2018-01-20	Penn State	2	4	I	13	Étienne Bonnot de Condillac	animals	history	RMPSS	Philosophy		Penn B	0	10	0
2018-01-20	Penn State	2	4	I	14	Carl Philipp Emanuel Bach	London	Magnificat	Arts	Music		Case Western	10	10	0
2018-01-20	Penn State	2	4	I	15	“Citizenship and Social Class”	gender	Sheryl Sandberg	RMPSS	Social Science		Case Western	0	10	0
2018-01-20	Penn State	2	4	I	16	plasmas	electric-field screening	Enrico Fermi	Science	Physics		Case Western	10	0	0
2018-01-20	Penn State	2	4	I	17	Lydia Davis	McSweeney’s	Julio Cortazar	Literature	Short Fiction		Penn B	0	0	10
2018-01-20	Penn State	2	4	I	18	method of Frobenius	second order	singular point	Science	Other Science	Math	Penn B	0	10	0
2018-01-20	Penn State	2	5	D	1	“The Star-Apple Kingdom”	Derek Walcott	Africa	Literature	Non-Epic Poetry		Rutgers A	0	10	10
2018-01-20	Penn State	2	5	D	2	Nidhogg	dragon	Gesta Danorum	RMPSS	Mythology		Johns Hopkins A	10	10	0
2018-01-20	Penn State	2	5	D	3	titration	back titration	saponification	Science	Chemistry		Rutgers A	10	0	10
2018-01-20	Penn State	2	5	D	4	Stations of the Cross	garden	Simon of Cyrene	RMPSS	Religion		Johns Hopkins A	10	10	0
2018-01-20	Penn State	2	5	D	5	condottieri	House of Sforza	white	History	Continental European History (post-600 CE)		Rutgers A	10	10	10
2018-01-20	Penn State	2	5	D	6	Paul Gauguin	Tahiti	Olympia	Arts	Painting/Sculpture		Johns Hopkins A	0	10	10
2018-01-20	Penn State	2	5	D	7	Kobo Abe	Nora Ephron	Alan Ayckbourn	Literature	Drama		Rutgers A	10	0	0
2018-01-20	Penn State	2	5	D	8	distance	Hamming code	parity	Science	Other Science	Computer Science	Rutgers A	10	0	0
2018-01-20	Penn State	2	5	D	9	tribune	Clodius Pulcher	Tigranes	History	Continental or Near Eastern History (pre-600 CE)		Rutgers A	0	0	10
2018-01-20	Penn State	2	5	D	10	The Nose	Dmitri Shostakovich	Wozzeck	Arts	Other Art	Opera	Johns Hopkins A	0	10	10
2018-01-20	Penn State	2	5	D	11	“Winter Dreams”	F. Scott Fitzgerald	Babylon	Literature	Short Fiction		Johns Hopkins A	10	10	10
2018-01-20	Penn State	2	5	D	12	Hulagu Khan	mamluks	chivalry	History	Other History		Johns Hopkins A	10	10	0
2018-01-20	Penn State	2	5	D	13	frequency	supersymmetric theories	all over 2	Science	Physics		Johns Hopkins A	10	10	0
2018-01-20	Penn State	2	5	D	14	externalism	Hilary Putnam	John Dewey	RMPSS	Philosophy		Johns Hopkins A	10	10	10
2018-01-20	Penn State	2	5	D	15	John C. Fremont	“Kit” Carson	Bozeman Trail	History	US History		Rutgers A	10	10	0
2018-01-20	Penn State	2	5	D	16	Kazuo Ishiguro	solar eclipse	Jurgen, A Comedy of Justice	Literature	Long Fiction		Johns Hopkins A	10	10	0
2018-01-20	Penn State	2	5	D	17	potassium	ATP	leak channels	Science	Biology		Rutgers A	0	10	0
2018-01-20	Penn State	2	5	D	18	Matterhorn	casinos	Gotthard Base Tunnel	Other	Geography		Johns Hopkins A	10	10	0
2018-01-20	Penn State	2	5	D	19	Sakhalin Island	Korean	Altaic languages	RMPSS	Social Science		Johns Hopkins A	10	10	10
2018-01-20	Penn State	2	5	D	20	guitar	Heitor Villa-Lobos	Miguel Llobet	Arts	Music		Rutgers A	10	0	0
2018-01-20	Penn State	2	6	F	1	Rurik	Kiev	Hypatian Monastery	History	Continental European History (post-600 CE)		Carnegie Mellon B	0	10	0
2018-01-20	Penn State	2	6	F	2	schwa	determiner	binary relation	RMPSS	Social Science		Penn State A	0	0	0
2018-01-20	Penn State	2	6	F	3	parallel keys	enharmonic	voice leading	Arts	Music		Carnegie Mellon B	0	10	0
2018-01-20	Penn State	2	6	F	4	“Dejection: An Ode”	Samuel Taylor Coleridge	fancy	Literature	Non-Epic Poetry		Carnegie Mellon B	0	10	0
2018-01-20	Penn State	2	6	F	5	ninjas	Republic of the Congo	gold mining	History	Other History		Carnegie Mellon B	10	0	0
2018-01-20	Penn State	2	6	F	6	tafsir	Abbasid Caliphate	sunnah	RMPSS	Religion		Penn State A	0	10	0
2018-01-20	Penn State	2	6	F	7	rigid rotor	angular momentum	selection rules	Science	Physics		Penn State A	0	0	0
2018-01-20	Penn State	2	6	F	8	Sur	Rabindranath Tagore	Thomas Edward Lawrence	Literature	Miscellaneous Lit		Carnegie Mellon B	0	0	0
2018-01-20	Penn State	2	6	F	9	Tajikistan	Amu Darya	Aral Sea	Other	Geography		Penn State A	0	0	10
2018-01-20	Penn State	2	6	F	10	poly(A) tail	mRNA	guanine and uracil	Science	Biology		Penn State A	10	0	0
2018-01-20	Penn State	2	6	F	11	Freyja	Óðr	Frigg	RMPSS	Mythology		Carnegie Mellon B	0	0	10
2018-01-20	Penn State	2	6	F	12	Ornette Coleman	Broadway	New York City	Arts	Other Art	Jazz	Carnegie Mellon B	0	0	10
2018-01-20	Penn State	2	6	F	13	The Raj	Corn Laws	Richard Cobden	History	British, Canadian, Australian, New Zealand History		Carnegie Mellon B	0	10	0
2018-01-20	Penn State	2	6	F	14	Dadaism	Ellsworth Kelly	Cologne Cathedral	Arts	Painting/Sculpture		Carnegie Mellon B	0	0	0
2018-01-20	Penn State	2	6	F	15	The New York Trilogy	Don Quixote	The Locked Room	Literature	Long Fiction		Carnegie Mellon B	0	10	10
2018-01-20	Penn State	2	6	F	16	On the Sublime	Plato	sophists	RMPSS	Philosophy		Carnegie Mellon B	0	10	0
2018-01-20	Penn State	2	7	E	1	Kurt Lewin	behavior	valence	RMPSS	Social Science		Princeton	0	10	0
2018-01-20	Penn State	2	7	E	2	Diomedes	Bellerophontes	Aeneas	RMPSS	Mythology		Princeton	0	10	10
2018-01-20	Penn State	2	7	E	3	mass spectrometry	trifluoroacetic acid	bromine	Science	Chemistry		Princeton	0	0	10
2018-01-20	Penn State	2	7	E	4	Dulness	Alexander Pope	“MacFlecknoe”	Literature	Non-Epic Poetry		Princeton	0	10	10
2018-01-20	Penn State	2	7	E	5	canonical ensemble	Ludwig Eduard Boltzmann	total energy	Science	Physics		Penn State A	0	0	0
2018-01-20	Penn State	2	7	E	6	Camillo Benso, Count of Cavour	trasformismo	Paris Peace Conference	History	Continental European History (post-600 CE)		Penn State A	10	0	10
2018-01-20	Penn State	2	7	E	7	Lucas Cranach the Elder	hunting	melancholy	Arts	Painting/Sculpture		Penn State A	0	10	0
2018-01-20	Penn State	2	7	E	8	Challenger disaster	Richard Feynman	Peggy Noonan	History	US History		Penn State A	0	0	0
2018-01-20	Penn State	2	7	E	9	Amarcord	8½	Italy	Arts	Other Art	Film	Princeton	0	0	10
2018-01-20	Penn State	2	7	E	10	animals	Disgrace	J. M. Coetzee	Literature	Long Fiction		Penn State A	0	0	0
2018-01-20	Penn State	2	7	E	11	hydrophobicity	serine	oxyanion hole	Science	Biology		Princeton	10	0	0
2018-01-20	Penn State	2	7	E	12	a dog barking	Run the Jewels	Mario Paint	Other	Trash		Princeton	0	0	0
2018-01-20	Penn State	2	7	E	13	Kangxi Emperor	Jesuit Order	British East India Company	History	Other History		Princeton	0	10	0
2018-01-20	Penn State	2	7	E	14	clarinet	cello	glass harmonica	Arts	Music		Penn State A	0	10	0
2018-01-20	Penn State	2	7	E	15	Gottfried Leibniz	theodicy	Saint Irenaeus	RMPSS	Philosophy		Penn State A	0	0	0
2018-01-20	Penn State	2	7	E	16	Nice model	one-to-two	Kuiper belt	Science	Other Science	Astronomy	Princeton	0	0	10
2018-01-20	Penn State	2	7	E	17	Konstantin Dmitrich Levin	Leo Tolstoy	King Lear	Literature	Long Fiction		Princeton	10	10	0
2018-01-20	Penn State	2	7	E	18	Joseph	Gospel of Nicodemus	Harrowing of Hell	RMPSS	Religion		Princeton	10	0	0
2018-01-20	Penn State	2	8	H	1	Rhapsody in Blue	George Gershwin	“The Man I Love”	Arts	Music		Johns Hopkins B	10	10	0
2018-01-20	Penn State	2	8	H	2	Emilio Aguinaldo	Spain	Hong Kong	History	Other History		Johns Hopkins A	0	10	0
2018-01-20	Penn State	2	8	H	3	Westward the Course of Empire Takes Its Way	George Washington	William Penn	Arts	Painting/Sculpture		Johns Hopkins B	0	10	10
2018-01-20	Penn State	2	8	H	4	Wallenberg family	Saab AB	Sweden	History	Continental European History (post-600 CE)		Johns Hopkins B	0	0	10
2018-01-20	Penn State	2	8	H	5	Stefan Zweig	World War I	Erich Maria Remarque	Literature	Long Fiction		Johns Hopkins A	0	0	10
2018-01-20	Penn State	2	8	H	6	diapirs	atolls	guyots	Science	Other Science	Earth Science	Johns Hopkins A	0	10	0
2018-01-20	Penn State	2	8	H	7	dramatic monologue	Robert Browning	“The Bishop Orders His Tomb at Saint Praxed’s Church”	Literature	Non-Epic Poetry		Johns Hopkins A	10	10	0
2018-01-20	Penn State	2	8	H	8	Tigris River AND Euphrates River	Enlil OR Ninlil	the Moon	RMPSS	Mythology		Johns Hopkins B	0	10	10
2018-01-20	Penn State	2	8	H	9	human rights	Karl Marx	Samuel Moyn	RMPSS	Social Science		Johns Hopkins A	10	10	0
2018-01-20	Penn State	2	8	H	10	Compton scattering	wavelength	coincidence	Science	Physics		Johns Hopkins B	10	10	0
2018-01-20	Penn State	2	8	H	11	Cao Dai	Holy See	buddhas	RMPSS	Religion		Johns Hopkins A	0	10	0
2018-01-20	Penn State	2	8	H	12	Innocent Eréndira	Gabriel García Márquez	Colonel Aureliano Buendía	Literature	Short Fiction		Johns Hopkins A	0	10	10
2018-01-20	Penn State	2	8	H	13	polymer branching	rubber	graft copolymers	Science	Chemistry		Johns Hopkins B	10	10	0
2018-01-20	Penn State	2	8	H	14	Le Père Goriot	Honoré de Balzac	the city of Paris	Literature	Long Fiction		Johns Hopkins B	10	10	0
2018-01-20	Penn State	2	8	H	15	Lascaux Caves	hunting	aurochs	History	Historiography and Archaeology		Johns Hopkins B	10	10	0
2018-01-20	Penn State	2	8	H	16	Georg Wilhelm Friedrich Hegel	Søren Kierkegaard	Richard Rorty	RMPSS	Philosophy		Johns Hopkins A	10	10	10
2018-01-20	Penn State	2	8	H	17	Grenfell Tower	Jeremy Corbyn	photographer	Other	Current Events		Johns Hopkins A	10	10	0
2018-01-20	Penn State	2	8	H	18	retina	optic chiasm	ocular dominance columns	Science	Biology		Johns Hopkins A	10	10	0
2018-01-20	Penn State	2	9	G	1	the reader	Jane Eyre	St. John Eyre Rivers	Literature	Long Fiction		Johns Hopkins B	0	10	10
2018-01-20	Penn State	2	9	G	2	electron holes	positrons	spin–charge separation	Science	Physics		Delaware	10	10	0
2018-01-20	Penn State	2	9	G	3	cotton	Massachusetts	Mexico	History	US History		Delaware	10	0	0
2018-01-20	Penn State	2	9	G	4	carbon nanotubes	Raman spectroscopy	pi–pi stacking	Science	Chemistry		Delaware	10	10	10
2018-01-20	Penn State	2	9	G	5	Dreamtime	Aborigines	crocodile	RMPSS	Mythology		Johns Hopkins B	10	10	10
2018-01-20	Penn State	2	9	G	6	coal	Jean Jaurès	Georges Clemenceau	History	Continental European History (post-600 CE)		Johns Hopkins B	10	0	0
2018-01-20	Penn State	2	9	G	7	Cannery Row	John Steinbeck	frogs	Literature	Long Fiction		Johns Hopkins B	10	0	0
2018-01-20	Penn State	2	9	G	8	Sun Wukong	Dragon Ball	Titans	Other	Trash		Delaware	0	10	10
2018-01-20	Penn State	2	9	G	9	pianoforte	three	Jan Ladislav Dussek	Arts	Music		Delaware	10	10	0
2018-01-20	Penn State	2	9	G	10	nikah al-mut‘ah	Twelverism	hadith	RMPSS	Religion		Johns Hopkins B	0	10	10
2018-01-20	Penn State	2	9	G	11	Pahlavi script	Kingdom of Thailand	Ashoka the Great	History	Other History		Johns Hopkins B	10	10	10
2018-01-20	Penn State	2	9	G	12	climax communities	wildfire	chronosequences	Science	Biology		Johns Hopkins B	10	0	0
2018-01-20	Penn State	2	9	G	13	Maria	Leonard Bernstein	Lin-Manuel Miranda	Arts	Other Art	Other Visual	Johns Hopkins B	0	10	10
2018-01-20	Penn State	2	9	G	14	Bruno Schulz	Jonathan Safran Foer	Franz Kafka	Literature	Short Fiction		Delaware	0	0	10
2018-01-20	Penn State	2	9	G	15	welfare economics	Arrow’s impossibility theorem	Amartya Sen	RMPSS	Social Science		Johns Hopkins B	0	10	10
2018-01-20	Penn State	2	9	G	16	Constantin Brâncuși	Bird in Space	Charles Demuth	Arts	Painting/Sculpture		Johns Hopkins B	10	10	0
2018-01-20	Penn State	2	9	G	17	Iona	Easter	The Venerable Bede	History	British, Canadian, Australian, New Zealand History		Delaware	0	10	10
2018-01-20	Penn State	2	9	G	18	Stephen Toulmin	logic	Avicenna	RMPSS	Philosophy		Delaware	0	10	10
2018-01-20	Penn State	2	9	G	19	usura	Ezra Pound	Odysseus	Literature	Non-Epic Poetry		Johns Hopkins B	0	10	0
2018-01-20	Penn State	2	10	J	1	Surrealism	Guillaume Apollinaire	Aimé Césaire	Literature	Non-Epic Poetry		Penn A	10	10	0
2018-01-20	Penn State	2	10	J	2	Adolphe Sax	trumpet	“Chet” Baker	Arts	Other Art	Jazz	Penn A	0	10	0
2018-01-20	Penn State	2	10	J	3	color vision	translating the Rosetta Stone	phonetic alphabet	Other	Other Academic		Penn A	10	10	10
2018-01-20	Penn State	2	10	J	4	Brahma AND Vishnu	Nüwa	she spoke first	RMPSS	Mythology		Penn A	10	10	10
2018-01-20	Penn State	2	10	J	5	history from below	people’s history	Canada	History	Historiography and Archaeology		Penn A	0	10	0
2018-01-20	Penn State	2	10	J	6	quadrupole	Wolfgang Paul	radio frequency	Science	Physics		Penn A	10	10	10
2018-01-20	Penn State	2	10	J	7	risk	expected utility theory	stocks	RMPSS	Social Science		Penn B	0	10	0
2018-01-20	Penn State	2	10	J	8	The Heart is a Lonely Hunter	Southern Gothic	Ellen Glasgow	Literature	Long Fiction		Penn A	10	10	0
2018-01-20	Penn State	2	10	J	9	prime numbers	public key	multiplicative inverses	Science	Other Science	Computer Science	Penn B	10	10	0
2018-01-20	Penn State	2	10	J	10	Do-Nothing Congress	Taft–Hartley Act	term limits	History	US History		Penn A	10	10	10
2018-01-20	Penn State	2	10	J	11	Georges Simenon	Agatha Christie	French Riviera	Literature	Long Fiction		Penn A	0	10	10
2018-01-20	Penn State	2	10	J	12	radio broadcasting	soda	X-rays	History	Continental European History (post-600 CE)		Penn A	10	10	10
2018-01-20	Penn State	2	10	J	13	Cleanth Brooks	Robert Penn Warren	Thomas Wolfe	Literature	Miscellaneous Lit		Penn A	10	10	10
2018-01-20	Penn State	2	10	J	14	Willard Van Orman Quine	empiricism	Rudolf Carnap	RMPSS	Philosophy		Penn A	10	10	10
2018-01-20	Penn State	2	10	J	15	Sergei Rachmaninoff	elegy	9/11	Arts	Music		Penn A	10	0	10
2018-01-20	Penn State	2	10	J	16	prosperity gospel	eye of a needle	Catholic Worker Movement	RMPSS	Religion		Penn A	10	10	0
2018-01-20	Penn State	2	10	J	17	fitness landscapes	alleles	phenotypic plasticity	Science	Biology		Penn A	0	10	10
2018-01-20	Penn State	2	10	J	18	Realism	Gustave Courbet	Ottoman Empire	Arts	Painting/Sculpture		Penn A	0	10	0
2018-01-20	Penn State	2	10	J	19	wood	Honduras	Hawaii	History	Other History		Penn B	0	10	10
2018-01-20	Penn State	2	11	K	1	lift	angle of attack	camber	Science	Physics		Penn A	10	10	0
2018-01-20	Penn State	2	11	K	2	The World According to Garp	John Irving	Vienna	Literature	Long Fiction		Penn A	10	10	10
2018-01-20	Penn State	2	11	K	3	Babylon	sixty	Seleucid Empire	History	Continental or Near Eastern History (pre-600 CE)		Penn A	10	10	0
2018-01-20	Penn State	2	11	K	4	Divan	Johann Wolfgang von Goethe	Ralph Waldo Emerson	Literature	Non-Epic Poetry		Penn A	10	10	0
2018-01-20	Penn State	2	11	K	5	Palace of Fontainebleau	Benvenuto Cellini	a stag	Arts	Painting/Sculpture		Penn A	10	10	10
2018-01-20	Penn State	2	11	K	6	ecosystem engineers	keystone species	biodiversity	Science	Biology		Penn A	10	10	10
2018-01-20	Penn State	2	11	K	7	Elisabeth of Bavaria	Rudolf	Franz Ferdinand Karl Ludwig Joseph Maria	History	Continental European History (post-600 CE)		Penn A	0	10	10
2018-01-20	Penn State	2	11	K	8	Mandaeism	John the Baptist	Gnostic religions	RMPSS	Religion		Penn A	0	10	0
2018-01-20	Penn State	2	11	K	9	preludes	Johann Sebastian Bach	Inventions and Sinfonias	Arts	Music		Penn A	10	10	0
2018-01-20	Penn State	2	11	K	10	“The Unreality of Time”	G. E. Moore	common sense	RMPSS	Philosophy		Penn A	10	10	10
2018-01-20	Penn State	2	11	K	11	Baeyer–Villiger oxidation	ozone	Newman projection	Science	Chemistry		Delaware	0	10	10
2018-01-20	Penn State	2	11	K	12	pyroxenes	basalt	monoclinic AND orthorhombic	Science	Other Science	Earth Science	Delaware	0	10	0
2018-01-20	Penn State	2	11	K	13	mushrooms	atomic bomb	human development	RMPSS	Social Science		Penn A	0	10	10
2018-01-20	Penn State	2	11	K	14	Fascist Italy	Umberto Eco	Quo Vadis?	Literature	Long Fiction		Delaware	0	10	0
2018-01-20	Penn State	2	11	K	15	Southeast Asia	Burma	Chittagong Hill Tracts	History	Other History		Delaware	10	10	0
2018-01-20	Penn State	2	11	K	16	Psycho	Diane Arbus	The Empire of Light	Arts	Other Art	Other Visual	Penn A	10	10	10
2018-01-20	Penn State	2	11	K	17	owls	Panchatantra	Athena	RMPSS	Mythology		Penn A	0	10	10
2018-01-20	Penn State	2	11	K	18	Strom Thurmond	Byrd	Richard Russell	History	US History		Penn A	10	10	0
2018-01-20	Penn State	2	11	K	19	Albrecht von Wallenstein	Friedrich von Schiller	Letters on the Aesthetic Education of Man	Literature	Miscellaneous Lit		Delaware	0	10	0
2018-01-20	Penn State	2	11	K	20	Afrikaans	Cape Town	barbecue	Other	Geography		Penn A	0	10	10
2018-01-20	Penn State	2	12	R	1	Winston Churchill AND Mohandas Gandhi	Franklin Delano Roosevelt	Subhas Chandra Bose	History	British, Canadian, Australian, New Zealand History		Johns Hopkins A	0	10	10
2018-01-20	Penn State	2	12	R	2	continued fractions	irrational numbers	golden ratio	Science	Other Science	Math	Penn A	10	10	10
2018-01-20	Penn State	2	12	R	3	American public schools	Kimberle Williams Crenshaw	Michelle Alexander	RMPSS	Social Science		Johns Hopkins A	10	0	0
2018-01-20	Penn State	2	12	R	4	Giorgio Morandi	still lifes	Giorgio de Chirico	Arts	Painting/Sculpture		Penn A	0	10	10
2018-01-20	Penn State	2	12	R	5	memristor	magnetic flux linkage	power	Science	Physics		Penn A	10	0	10
2018-01-20	Penn State	2	12	R	6	Chris Burden	Los Angeles, California	Metropolis	Arts	Other Art	Other Visual	Johns Hopkins A	10	10	10
2018-01-20	Penn State	2	12	R	7	Lincoln in the Bardo	Spoon River Anthology	Gore Vidal	Literature	Long Fiction		Penn A	10	10	10
2018-01-20	Penn State	2	12	R	8	Lübeck	London	Visby	History	Continental European History (post-600 CE)		Penn A	0	10	0
2018-01-20	Penn State	2	12	R	9	Susanne Langer	Alfred North Whitehead	Principia Mathematica	RMPSS	Philosophy		Penn A	10	10	10
2018-01-20	Penn State	2	12	R	10	Japan	yellow	Utagawa Hiroshige	Literature	Miscellaneous Lit		Johns Hopkins A	10	10	0
2018-01-20	Penn State	2	12	R	11	retroviruses	transposons	lentivirus	Science	Biology		Penn A	10	10	10
2018-01-20	Penn State	2	12	R	12	Nahuatl	Aztlan	eagles	RMPSS	Mythology		Penn A	10	0	10
2018-01-20	Penn State	2	12	R	13	air traffic controllers	Ronald Reagan	TWA	History	US History		Johns Hopkins A	10	10	10
2018-01-20	Penn State	2	12	R	14	Franz Schubert	fifteen	Death	Arts	Music		Johns Hopkins A	10	0	10
2018-01-20	Penn State	2	12	R	15	Xi Jinping	Pakistan	C. Y. Leung	Other	Current Events		Penn A	10	0	0
2018-01-20	Penn State	2	12	R	16	Nastasya Filippovna tossing 100,000 rubles into her fireplace in The Idiot	Fyodor Dostoevsky	Parfyon Semyonovich Rogozhin	Literature	Long Fiction		Penn A	10	10	10
2018-01-20	Penn State	2	12	R	17	Russian Orthodox Church	Georgian Orthodox Church	Coptic Church	RMPSS	Religion		Penn A	10	0	10
2018-01-20	Penn State	2	12	R	18	ligand substitution	ammonia	photochemical reaction	Science	Chemistry		Penn A	10	10	0
2018-01-20	Penn State	2	12	R	19	T. S. Eliot’s conversion to Anglicanism	The Waste Land	rose garden	Literature	Non-Epic Poetry		Johns Hopkins A	0	10	10
2018-01-20	Penn State	2	12	R	20	Buenos Aires	May	Chile	History	Other History		Johns Hopkins A	0	10	10
2018-01-20	Penn State	3	1	A	1	Desert Solitaire	Ancestral Puebloans	Aldo Leopold	Literature	Miscellaneous Lit		Youngstown State	0	0	0
2018-01-20	Penn State	3	1	A	2	In the Steppes of Central Asia	violin	Tamara	Arts	Music		Carnegie Mellon C	0	10	0
2018-01-20	Penn State	3	1	A	3	culture-bound or culture-specific syndrome	koro	eating disorders	RMPSS	Social Science		Carnegie Mellon C	0	0	10
2018-01-20	Penn State	3	1	A	4	divide-and-conquer algorithms	matrix multiplication	log-base-2 of 7	Science	Other Science	Computer Science	Youngstown State	10	0	0
2018-01-20	Penn State	3	1	A	5	Crown Heights Riots	Rudy Giuliani	Daniel Patrick Moynihan	History	US History		Carnegie Mellon C	10	10	0
2018-01-20	Penn State	3	1	A	6	octopus or octopi	Immanuel Kant	Diogenes the Cynic	RMPSS	Philosophy		Carnegie Mellon C	0	10	10
2018-01-20	Penn State	3	1	A	7	Great Mosque of Djenné	adobe	Iran	Arts	Other Art	Architecture	Youngstown State	0	0	0
2018-01-20	Penn State	3	1	A	8	Pankhurst	World War I	dreadnoughts	History	British, Canadian, Australian, New Zealand History		Youngstown State	0	10	0
2018-01-20	Penn State	3	1	A	9	beta-propeller	helix	green fluorescence protein	Science	Biology		Carnegie Mellon C	0	10	10
2018-01-20	Penn State	3	1	A	10	Doris Lessing	Thomas Pynchon	Oryx and Crake	Literature	Long Fiction		Youngstown State	0	10	0
2018-01-20	Penn State	3	1	A	11	Iberian peninsula	Toledo	Francisco Jiménez de Cisneros	History	Continental European History (post-600 CE)		Youngstown State	10	0	0
2018-01-20	Penn State	3	1	A	12	Heracles	Stymphalian birds	Arcadia	RMPSS	Mythology		Carnegie Mellon C	10	0	0
2018-01-20	Penn State	3	1	A	13	the rural purge	M*A*S*H	“The Revolution Will Not Be Televised”	Other	Trash		Youngstown State	0	10	0
2018-01-20	Penn State	3	1	A	14	silver nanoparticles	silver mirror	citrate	Science	Chemistry		Carnegie Mellon C	0	10	0
2018-01-20	Penn State	3	1	A	15	Voltaire	portrait bust	écorché	Arts	Painting/Sculpture		Carnegie Mellon C	0	10	0
2018-01-20	Penn State	3	1	A	16	The Luminaries	Wilkie Collins	opium	Literature	Long Fiction		Carnegie Mellon C	0	0	10
2018-01-20	Penn State	3	2	B	1	phase transitions	topological phases	David James Thouless	Science	Physics		Penn A	10	0	10
2018-01-20	Penn State	3	2	B	2	Constantinople	Baldwin	Asen dynasty	History	Continental European History (post-600 CE)		Penn A	10	0	0
2018-01-20	Penn State	3	2	B	3	golden apples	Paris	Tír na nÓg	RMPSS	Mythology		Penn A	10	10	10
2018-01-20	Penn State	3	2	B	4	perfect numbers	Mersenne primes	aliquot sequence	Science	Other Science	Math	Penn A	10	10	0
2018-01-20	Penn State	3	2	B	5	Stalwarts	James A. Garfield	Oneida Community	History	US History		Penn A	10	10	10
2018-01-20	Penn State	3	2	B	6	Czesław Miłosz	poems	the end of the world	Literature	Non-Epic Poetry		Gettysburg	0	10	10
2018-01-20	Penn State	3	2	B	7	Holika	bhakti	Kama	RMPSS	Religion		Gettysburg	0	0	10
2018-01-20	Penn State	3	2	B	8	piano concerto	Maurice Ravel	Piano Concerto No. 3 by Sergei Prokofiev	Arts	Music		Gettysburg	10	10	0
2018-01-20	Penn State	3	2	B	9	Call It Sleep	Portnoy’s Complaint	Roth	Literature	Long Fiction		Penn A	10	10	10
2018-01-20	Penn State	3	2	B	10	boogie-woogie	Piet Mondrian	Bridget Riley	Arts	Painting/Sculpture		Penn A	10	10	0
2018-01-20	Penn State	3	2	B	11	oration	Athens	Mary Renault	Literature	Miscellaneous Lit		Gettysburg	10	10	0
2018-01-20	Penn State	3	2	B	12	Sea Peoples	Herodotus	Suppiluliuma	History	Continental or Near Eastern History (pre-600 CE)		Penn A	10	10	0
2018-01-20	Penn State	3	2	B	13	“Maman died today”	The Stranger	Nervous Conditions	Literature	Long Fiction		Penn A	10	10	10
2018-01-20	Penn State	3	2	B	14	norbornene	polymerization	carbocations	Science	Chemistry		Penn A	0	10	10
2018-01-20	Penn State	3	2	B	15	Big Data	Cathy O’Neil	recidivism risk	Other	Other Academic		Penn A	10	0	10
2018-01-20	Penn State	3	2	B	16	Caste Wars	Mayan people	K’iche’ Maya	History	Other History		Penn A	0	10	10
2018-01-20	Penn State	3	2	B	17	Proto-Indo-European	Neogrammarians	William Labov	RMPSS	Social Science		Penn A	10	0	10
2018-01-20	Penn State	3	2	B	18	stop codons	translation	pyrrolysine	Science	Biology		Gettysburg	0	10	0
2018-01-20	Penn State	3	2	B	19	Shulamith Firestone	orgasm	Wilhelm Reich	RMPSS	Philosophy		Gettysburg	0	10	0
2018-01-20	Penn State	3	3	N	1	mental asylums	R. D. Laing	Gilles Deleuze	RMPSS	Social Science		Johns Hopkins B	10	0	0
2018-01-20	Penn State	3	3	N	2	The Steerage	New York City	clouds	Arts	Other Art	Photography	Johns Hopkins B	10	10	0
2018-01-20	Penn State	3	3	N	3	gardens	Mithra	thoughts AND/OR words AND/OR deeds	RMPSS	Religion		Villanova	10	0	0
2018-01-20	Penn State	3	3	N	4	Samuel Johnson	biography	Richard Savage	Literature	Miscellaneous Lit		Villanova	10	0	0
2018-01-20	Penn State	3	3	N	5	Balearic Islands	Sardinia	graves	History	Historiography and Archaeology		Johns Hopkins B	0	10	0
2018-01-20	Penn State	3	3	N	6	folding@home	Alzheimer’s disease	protein–protein docking	Science	Biology		Johns Hopkins B	10	10	0
